simplified,vietnamese,pinyin,english,hsk_level
传递,,chuán dì,to transmit; to pass on to sb else; (math.) transitive,5
传来,,chuán lái,(of a sound) to come through; to be heard; (of news) to arrive,5
传说,,chuán shuō,legend; folk tale; to repeat from mouth to mouth; they say that...,5
传统,,chuán tǒng,tradition; traditional; convention; conventional,5
传真,,chuán zhēn,fax; facsimile,5
船,,chuán,variant of 船,5
窗户,,chuāng hu,window,5
窗帘,,chuāng lián,window curtains,5
窗台,,chuāng tái,window sill; window ledge,5
窗子,,chuāng zi,window,5
床,,chuáng,bed; couch; classifier for beds,5
闯,,chuǎng,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships),5
创立,,chuàng lì,to establish; to set up; to found,5
创新,,chuàng xīn,to bring forth new ideas; to blaze new trails; innovation,5
创业,,chuàng yè,to begin an undertaking; to start a major task; to initiate; to venture; venture; entrepreneurship,5
创造,,chuàng zào,to create; to bring about; to produce; to set (a record),5
创作,,chuàng zuò,to create; to produce; to write; creative work; creation,5
吹,,chuī,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through,5
春季,,chūn jì,springtime,5
春节,,Chūn jié,Spring Festival (Chinese New Year),5
春天,,chūn tiān,spring (season),5
纯,,chún,pure; simple; unmixed; genuine,5
纯净水,,chún jìng shuǐ,purified water,5
词,,cí,old variant of 词,5
词典,,cí diǎn,dictionary; also written 辞典,5
词汇,,cí huì,variant of 词汇,5
词语,,cí yǔ,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,5
辞典,,cí diǎn,dictionary (variant of 词典),5
辞职,,cí zhí,to resign,5
此,,cǐ,this; these,5
此后,,cǐ hòu,after this; afterwards; hereafter,5
此刻,,cǐ kè,this moment; now; at present,5
此时,,cǐ shí,now; this moment,5
此外,,cǐ wài,besides; in addition; moreover; furthermore,5
次,,cì,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time",5
刺,,cī,(onom.) whoosh,5
刺激,,cì jī,to provoke; to irritate; to upset; to stimulate; to excite; irritant,5
聪明,,cōng ming,intelligent; clever; bright; smart; acute (of sight and hearing),5
从,,cóng,variant of 从,5
从此,,cóng cǐ,from now on; since then; henceforth,5
从而,,cóng ér,thus; thereby,5
从来,,cóng lái,always; at all times; never (if used in negative sentence),5
从前,,cóng qián,previously; formerly; once upon a time,5
从事,,cóng shì,to go for; to engage in; to undertake; to deal with; to handle; to do,5
从小,,cóng xiǎo,from childhood; from a young age,5
从中,,cóng zhōng,from within; therefrom,5
粗,,cū,coarse; rough; thick (for cylindrical objects); unfinished; vulgar; rude; crude,5
粗心,,cū xīn,careless; thoughtless,5
促进,,cù jìn,to promote (an idea or cause); to advance; boost,5
促使,,cù shǐ,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development),5
促销,,cù xiāo,to promote sales,5
脆,,cuì,old variant of 脆,5
村,,cūn,village,5
存,,cún,to exist; to deposit; to store; to keep; to survive,5
存款,,cún kuǎn,to deposit money (in a bank etc); bank savings; bank deposit,5
存在,,cún zài,to exist; to be; existence,5
寸,,cùn,a unit of length; inch; thumb,5
措施,,cuò shī,measure; step,5
错,,Cuò,surname Cuo,5
错误,,cuò wù,mistaken; false; wrong; error; mistake,5
达成,,dá chéng,to reach (an agreement); to accomplish,5
达到,,dá dào,to reach; to achieve; to attain,5
答,,dā,"bound form having the same meaning as the free word 答, used in 答应, 理 etc",5
答案,,dá àn,answer; solution,5
答复,,dá fù,variant of 答复,5
答应,,dā ying,to answer; to respond; to answer positively; to agree; to accept; to promise,5
打,,dá,dozen (loanword),5
打败,,dǎ bài,to defeat; to overpower; to beat; to be defeated,5
打扮,,dǎ ban,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress,5
打包,,dǎ bāo,to wrap; to pack; to put leftovers in a doggy bag for take-out; (computing) to package (i.e. create an archive file),5
打车,,dǎ chē,to take a taxi (in town); to hitch a lift,5
打电话,,dǎ diàn huà,to make a telephone call,5
打工,,dǎ gōng,"to work a temporary or casual job; (of students) to have a job outside of class time, or during vacation",5
打击,,dǎ jī,to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music),5
打架,,dǎ jià,to fight; to scuffle; to come to blows,5
打开,,dǎ kāi,to open; to show (a ticket); to turn on; to switch on,5
打雷,,dǎ léi,to rumble with thunder; clap of thunder,5
打破,,dǎ pò,to break; to smash,5
打球,,dǎ qiú,to play ball; to play with a ball,5
打扰,,dǎ rǎo,to disturb; to bother; to trouble,5
打扫,,dǎ sǎo,to clean; to sweep,5
打算,,dǎ suàn,to plan; to intend; to calculate; plan; intention; calculation,5
打听,,dǎ ting,to ask about; to make some inquiries; to ask around,5
打印,,dǎ yìn,to affix a seal; to stamp; to print out (with a printer),5
打折,,dǎ zhé,to give a discount,5
打针,,dǎ zhēn,to give or have an injection,5
大,,dà,big; large; great; older (than another person); eldest (as in 姐); greatly; freely; fully; (dialect) father; (dialect) uncle (father's brother),5
大巴,,dà bā,(coll.) large bus; coach; (abbr. for 大型巴士),5
大部分,,dà bù fen,in large part; the greater part; the majority,5
大大,,dà dà,greatly; enormously; (dialect) dad; uncle,5
大胆,,dà dǎn,brazen; audacious; outrageous; bold; daring; fearless,5
大都,,Dà dū,"Dadu, capital of China during the Yuan Dynasty (1280-1368), modern day Beijing",5
大多,,dà duō,for the most part; many; most; the greater part; mostly,5
大多数,,dà duō shù,(great) majority,5
大方,,dà fāng,expert; scholar; mother earth; a type of green tea,5
大夫,,dà fū,senior official (in imperial China),5
大概,,dà gài,roughly; probably; rough; approximate; about; general idea,5
大纲,,dà gāng,synopsis; outline; program; leading principles,5
大哥,,dà gē,eldest brother; big brother (polite address for a man of about the same age as oneself); gang leader; boss,5
大规模,,dà guī mó,large scale; extensive; wide scale; broad scale,5
大海,,dà hǎi,sea; ocean,5
大会,,dà huì,general assembly; general meeting; convention,5
大伙儿,,dà huǒ r,erhua variant of 伙,5
大家,,dà jiā,everyone; influential family; great expert,5
大奖赛,,dà jiǎng sài,grand prix,5
大姐,,dà jiě,big sister; elder sister; older sister (also polite term of address for a girl or woman slightly older than the speaker),5
大量,,dà liàng,great amount; large quantity; bulk; numerous; generous; magnanimous,5
大楼,,dà lóu,"building (a relatively large, multistory one)",5
大陆,,Dà lù,mainland China (reference to the PRC),5
大妈,,dà mā,father's elder brother's wife; aunt (affectionate term for an elderly woman),5
大门,,Dà mén,"the Doors, US rock band",5
大脑,,dà nǎo,brain; cerebrum,5
大人,,dà ren,adult; grownup; title of respect toward superiors,5
大声,,dà shēng,loud voice; in a loud voice; loudly,5
大使馆,,dà shǐ guǎn,embassy,5
大事,,dà shì,major event; major political event (war or change of regime); major social event (wedding or funeral); (do sth) in a big way,5
大厅,,dà tīng,hall; lounge,5
大象,,dà xiàng,elephant,5
大小,,dà xiǎo,dimension; magnitude; size; measurement; large and small; at any rate; adults and children; consideration of seniority,5
大型,,dà xíng,large; large-scale,5
大熊猫,,dà xióng māo,giant panda (Ailuropoda melanoleuca),5
大学,,Dà xué,"the Great Learning, one of the Four Books 四书 in Confucianism",5
大学生,,dà xué shēng,university student; college student,5
大爷,,dà yé,arrogant idler; self-centered show-off,5
大衣,,dà yī,overcoat; topcoat; cloak,5
大于,,dà yú,greater than; bigger than; more than,5
大约,,dà yuē,approximately; probably,5
大致,,dà zhì,more or less; roughly; approximately,5
大众,,Dà zhòng,Volkswagen (automobile manufacturer),5
大自然,,dà zì rán,nature (the natural world),5
呆,,dāi,foolish; stupid; expressionless; blank; to stay,5
代,,dài,to substitute; to act on behalf of others; to replace; generation; dynasty; age; period; (historical) era; (geological) eon,5
代表,,dài biǎo,representative; delegate; to represent; to stand for; on behalf of; in the name of,5
代表团,,dài biǎo tuán,delegation,5
代价,,dài jià,price; cost; consideration (in share dealing),5
代理,,dài lǐ,to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate; (computing) proxy,5
代替,,dài tì,to replace; to take the place of,5
带,,dài,band; belt; girdle; ribbon; tire; area; zone; region; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise,5
带动,,dài dòng,to spur; to provide impetus; to drive,5
带来,,dài lái,to bring; (fig.) to bring about; to produce,5
带领,,dài lǐng,to guide; to lead,5
带有,,dài yǒu,"to have as a feature or characteristic; to have an element of (confidence, sweetness, malevolence etc); to carry (a pathogen, connotation etc)",5
待,,dāi,to stay,5
待遇,,dài yù,treatment; pay; salary; status; rank,5
贷款,,dài kuǎn,a loan; to provide a loan (e.g. bank); to raise a loan (from e.g. a bank),5
袋,,dài,pouch; bag; sack; pocket,5
戴,,Dài,surname Dai,5
单,,Shàn,surname Shan,5
单纯,,dān chún,simple; pure; unsophisticated; merely; purely,5
单调,,dān diào,monotonous,5
单独,,dān dú,alone; by oneself; on one's own,5
单位,,dān wèi,"unit (of measure); unit (group of people as a whole); work unit (place of employment, esp. in the PRC prior to economic reform)",5
单一,,dān yī,single; only; sole,5
单元,,dān yuán,unit (forming an entity); element; (in a residential building) entrance or staircase,5
担保,,dān bǎo,to guarantee; to vouch for,5
担任,,dān rèn,to hold a governmental office or post; to assume office of; to take charge of; to serve as,5
担心,,dān xīn,anxious; worried; uneasy; to worry; to be anxious,5
胆,,dǎn,"gall bladder; courage; guts; gall; inner container (e.g. bladder of a football, inner container of a thermos)",5
胆小,,dǎn xiǎo,cowardice; timid,5
但,,dàn,but; yet; however; still; merely; only; just,5
但是,,dàn shì,but; however,5
弹,,dàn,crossball; bullet; shot; shell; ball,5
淡,,dàn,insipid; diluted; weak; mild; light in color; tasteless; indifferent; (variant of 氮) nitrogen,5
蛋,,Dàn,variant of 蜑,5
蛋糕,,dàn gāo,cake,5
当,,dāng,(onom.) dong; ding dong (bell),5
当场,,dāng chǎng,at the scene; on the spot,5
当初,,dāng chū,at that time; originally,5
当代,,dāng dài,the present age; the contemporary era,5
当地,,dāng dì,local,5
当年,,dāng nián,in those days; then; in those years; during that time,5
当前,,dāng qián,the present time; to be faced with,5
当然,,dāng rán,only natural; as it should be; certainly; of course; without doubt,5
当时,,dāng shí,then; at that time; while,5
当选,,dāng xuǎn,to be elected; to be selected,5
当中,,dāng zhōng,among; in the middle; in the center,5
挡,,dǎng,to resist; to obstruct; to hinder; to keep off; to block (a blow); to get in the way of; cover; gear (e.g. in a car's transmission),5
刀,,Dāo,surname Dao,5
导演,,dǎo yǎn,to direct; director (film etc),5
导游,,dǎo yóu,tour guide; guidebook; to conduct a tour,5
导致,,dǎo zhì,to lead to; to create; to cause; to bring about,5
到,,dào,to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point); (verb complement indicating arriving at a place or reaching a point); considerate; thoughtful; thorough,5
到处,,dào chù,everywhere,5
到达,,dào dá,to reach; to arrive,5
到底,,dào dǐ,finally; in the end; when all is said and done; after all; to the end; to the last,5
到来,,dào lái,to arrive; arrival; advent,5
倒,,dǎo,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit,5
倒闭,,dǎo bì,to go bankrupt; to close down,5
倒车,,dǎo chē,"to change buses, trains etc",5
倒是,,dào shi,contrary to what one might expect; actually; contrariwise; why don't you,5
道,,dào,"road; path; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",5
道德,,dào dé,virtue; morality; ethics,5
道理,,dào li,reason; argument; sense; principle; basis; justification,5
道路,,dào lù,road; path; way,5
地,,de,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",5
地带,,dì dài,zone,5
地点,,dì diǎn,place; site; location; venue,5
地方,,dì fāng,region; regional (away from the central administration); local,5
地面,,dì miàn,floor; ground; surface,5
地球,,dì qiú,the earth,5
地区,,dì qū,"local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture-level city or, county-level city)",5
地上,,dì shang,on the ground; on the floor,5
地铁,,dì tiě,underground railway; subway; subway train,5
地铁站,,dì tiě zhàn,subway station,5
地图,,dì tú,map,5
地位,,dì wèi,position; status; place,5
地下,,dì xià,underground; subterranean; covert,5
地形,,dì xíng,topography; terrain; landform,5
地震,,dì zhèn,earthquake,5
地址,,dì zhǐ,address,5
